,genres,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
10441,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,tt0363095,en,Freeze Frame,"Sean Veil is an ultra paranoid murder suspect who takes to filming himself round the clock to provide an alibi, just in case he's ever accused of another crime. Problems arise however when the police do come calling and the one tape that can prove his innocence has mysteriously disappeared.",2.352193,/pLh6xchx7iVBU6H64Za4Wp6qeDW.jpg,[],"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'IE', 'name': 'Ireland'}]",1/5/2004,0,99,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Freeze Frame,FALSE,6.9,18
44880,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,tt2193450,en,The Thing on the Doorstep,"A psychological horror film based on the short story by H.P. Lovecraft. Daniel Upton's relationship with his friend Edward Derby is abruptly changed after Edward becomes romantically involved with Asenath Waite, a hypnotist with an odd reputation. As Edward's behavior becomes more erratic and events unexplainable, Daniel investigates. Is it madness...or something far more terrifying?",0.229551,/Nc0FpkBlKQ3DxvwBvgT6xpJOv2.jpg,[],[],1/1/2014,0,89,[],Released,,The Thing on the Doorstep,FALSE,2.5,2
3286,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",,tt0051994,en,A Night to Remember,"The sinking of the Titanic is presented in a highly realistic fashion in this tense British drama. The disaster is portrayed largely from the perspective of the ocean liner's second officer, Charles Lightoller. Despite numerous warnings about ice, the ship sails on, with Capt. Edward John Smith keeping it going at a steady clip. When the doomed vessel finally hits an iceberg, the crew and passengers discover that they lack enough lifeboats, and tragedy follows.",6.560231,/6fDhJAz6AuYWj3hAnvUL42Xlxfj.jpg,"[{'name': 'The Rank Organisation', 'id': 364}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",16/12/1958,0,123,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,The night the unsinkable sank,A Night to Remember,FALSE,7.5,45
4814,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,tt0075989,en,Empire of the Ants,Sleazy scam artist Joan Collins tries to sell phony real estate deals down in the Florida everglades. What she and her unsuspecting buyers don't know is the area has been taken over by giant ants!,3.244027,/4ABMqLqGhu3ZXqkxFKrkVHZlVyl.jpg,"[{'name': 'Cinema 77', 'id': 1819}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",29/6/1977,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It's no picnic!,Empire of the Ants,FALSE,4.6,26
35919,"[{'id': 18, 'name': 'Drama'}]",,tt0030781,en,Spirit of Youth,"The story of the rise of boxer Joe Thomas, which paralleled the life of Joe Louis.",0.068106,/77WkE2IR6aAeHnfO3Sr9svCgHlk.jpg,"[{'name': 'Globe Pictures Corp.', 'id': 73631}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/4/1938,0,66,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Spirit of Youth,FALSE,6,1
17372,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",,tt0019195,en,The Mysterious Lady,"A beautiful Russian spy seduces an Austrian military officer in order to obtain secret plans. When she falls in love with him, both are placed in danger.",0.76593,/av9eOZhsWXDXpoZmnDS34N99FEQ.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/8/1928,551,89,[],Released,GRETA GARBO AND CONRAD NAGEL The Screen's Newest Discovery of Perfect Young Lovers,The Mysterious Lady,FALSE,7.5,6
40916,"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]",,tt0076721,en,Skateboard,"A Hollywood agent finds himself in debt to a powerful bookie. To make a fast buck, he creates a team of exceptionally talented skateboarders and enters them in a downhill race. If they win, they will get $20,000",0.290618,/fGwzxASfTqWUFeB7oeLj7ToNuT4.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Blum Group', 'id': 18641}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/3/1978,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The movie that defies gravity!,Skateboard,FALSE,5,2
2,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,tt0113228,en,Grumpier Old Men,"A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max.",11.7129,/6ksm1sjKMFLbO7UY2i6G1ju9SML.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Lancaster Gate', 'id': 19464}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",22/12/1995,0,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Still Yelling. Still Fighting. Still Ready for Love.,Grumpier Old Men,FALSE,6.5,92
33807,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,tt2973516,ko,더 웹툰: 예고살인,A series of murders resembling Ji-yoon’s horror webcomic drawings occur and detective Ki-chul unravels the terrifying truth of the comics himself.,1.730507,/k6kv14oiisrnxo789YhPZ0Ozgg8.jpg,"[{'name': 'CJ Entertainment', 'id': 7036}, {'name': 'CJ 엔터테인먼트', 'id': 20074}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",27/6/2013,0,104,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,Spirits Never Forget,Killer Toon,FALSE,6.9,23
336,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,tt0109655,en,Double Happiness,"Jade Li is a feisty, 20-something Chinese Canadian, trying to achieve that happy medium between giving in to her parent's wishes and fulfilling her own needs and desires - double happiness. Naturally, something's got to give and when love beckons in the shape of Mark, a white university student, the facade of the perfect Chinese daughter begins to slip.",0.372239,/i67S4uIrx8nV1ZYk4zugsw3xbZX.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Téléfilm Canada', 'id': 806}, {'name': 'First Generation Films', 'id': 4908}, {'name': 'National Film Board of Canada (NFB)', 'id': 17027}, {'name': 'British Columbia Film Commission', 'id': 36024}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",7/9/1994,759393,87,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,You've got one life to live. What's it gonna be?,Double Happiness,FALSE,5.5,2
9378,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",,tt0331834,ja,アライヴ,"Tenshu is imprisoned and sentenced to death for murdering the men who raped his girlfriend. However, he manages to survive his execution and is presented with an option: face another execution attempt or subject himself to their bizarre and dangerous experiments.",1.877915,/l9ok0VvsxN6bSG5e4O5bZqVcNQR.jpg,"[{'name': 'Suplex', 'id': 20303}, {'name': 'napalm FiLMS', 'id': 20304}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",12/9/2002,0,119,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,A life worse than death.,Alive,FALSE,6.2,11
31653,"[{'id': 53, 'name': 'Thriller'}]",,tt0169543,it,Almost Blue,"A serial killer, called the Iguana, is terrorizing Bologna. He is able to change continuously identity. Grazia is investigating trying to find out the truth about the Iguana.",0.588541,/siBws71zvET0nT5jhIPfUizzyam.jpg,"[{'name': 'Cecchi Gori Group Tiger Cinematografica', 'id': 371}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1/1/2000,0,82,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,Almost Blue,FALSE,6,9
147,"[{'id': 18, 'name': 'Drama'}]",,tt0112384,en,Apollo 13,"The true story of technical troubles that scuttle the Apollo 13 lunar mission in 1971, risking the lives of astronaut Jim Lovell and his crew, with the failed journey turning into a thrilling saga of heroism. Drifting more than 200,000 miles from Earth, the astronauts work furiously with the ground crew to avert tragedy.",18.761467,/6JQ9z3V9x4vlU2GSZx2yNO0PvuX.jpg,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",30/6/1995,355237933,140,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Houston, we have a problem.",Apollo 13,FALSE,7.3,1637
4462,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,tt0097289,en,Erik the Viking,"Erik the Viking gathers warriors from his village and sets out on a dangerous journey to Valhalla, to ask the gods to end the Age of Ragnorok and allow his people to see sunlight again. A Pythonesque satire of Viking life.",3.44427,/pKwX3WUuDMQZMRtCbkBLU9ebIoN.jpg,"[{'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'Prominent Features', 'id': 11352}, {'name': 'KB Erik the Viking', 'id': 59354}]","[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",22/9/1989,0,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Erik the Viking,FALSE,6,72
1427,"[{'id': 18, 'name': 'Drama'}]",,tt0120094,en,Selena,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",7.390306,/bmaj1ATO4s0SeRCUMuQ40fm0ulH.jpg,"[{'name': 'Q Productions', 'id': 4729}, {'name': 'Esparza / Katz Productions', 'id': 9313}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",21/3/1997,60000000,127,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Discover the true story of one of America's brightest stars... that faded too soon.,Selena,FALSE,7.1,115
15728,"[{'id': 99, 'name': 'Documentary'}]",http://www.hbo.com/docs/programs/shoutingfire,tt1333657,en,Shouting Fire: Stories from the Edge of Free Speech,"A documentary look at the changing interpretations of the first amendment of the U.S. Constitution - laws and court cases that have alternatively broadened and narrowed the amendment's protection of free speech and assembly. The film's thesis is that post-9/11 the government has seized unprecedented license to surveil, intimidate, arrest, and detain citizens and foreigners alike. The film also looks back to the Pentagon Papers' case and compares it to cases since 9/11 dealing with high school students' speech and protesters marching in New York City during the 2004 Republican convention. Comment comes from a range of scholars, pundits, and advocates.",0.004713,/guPyowTW1fQyG9C9fgusd2HDuHn.jpg,[],[],20/1/2009,0,75,[],Released,,Shouting Fire: Stories from the Edge of Free Speech,FALSE,0,0
15637,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",,tt0115822,fr,Capitaine Conan,"Bulgaria near the end of World War I: Conan, warrior and wolf, leads a band of 50 ruthless French fighters who love hand-to-hand combat. Their motto: ""We forgot to take prisoners, Captain."" At war's end, the unit goes to Bucharest, where Conan tries to keep them out of trouble, defends them when they behave as warriors, and finds he's unsuited for peacetime. His friendship with Norbert, a teacher turned lieutenant, is tested when Norbert accepts a job as court-martial prosecutor because he's learned that Conan will be facing charges and he wants to protect his friend. When they are sent to the Russian border to fight Bolsheviks, Conan is back in his element and Norbert is off the hook.",1.705362,/eN8Qpfdp76jdhyNvSzZPwLv1sjM.jpg,"[{'name': 'Le Studio Canal+', 'id': 183}, {'name': 'Studio Images 2', 'id': 6069}, {'name': 'Regner Grasten', 'id': 6070}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",16/10/1996,0,129,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'ro', 'name': 'Română'}]",Released,,Captain Conan,FALSE,6.2,8
4874,"[{'id': 35, 'name': 'Comedy'}]",,tt0063415,en,The Party,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put the name on the guest list for an upcoming party at the home of a Hollywood film director. Unfortunately, from the moment he arrives, one thing after another goes wrong with a compounding affect.",5.354787,/pC6FB4fLIVRCpMzIbUf1xOVobmz.jpg,"[{'name': 'The Mirisch Corporation', 'id': 219}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",4/4/1968,0,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,If you've ever been to a wilder party... you're under arrest!,The Party,FALSE,7.3,160
15431,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,tt0037367,en,This Happy Breed,A middle-class family faces personal triumphs and tragedies when they move to a new home in the suburbs.,1.363484,/3A9hb7KnOsAgcK1c4U3FPXHp56I.jpg,"[{'name': 'Cineguild', 'id': 2886}, {'name': 'Two Cities Films', 'id': 4006}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1/6/1944,0,115,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,This Happy Breed,FALSE,6.6,11
39012,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",,tt1667418,en,8213: Gacy House,"A group of paranormal investigators enter the abandoned home of paedophile and serial killer John Gacy, hoping to find evidence of paranormal activity. Upon entering the house they set-up cameras throughout the abandoned house while going room to room with hand-held cameras, performing séance's and asking for John Gacy to come forward. As the evening progresses it seems the investigators are not prepared for the horror still within the house.",1.184452,/1GE5jrEB5ZefrzKwGgv6uSUCLpI.jpg,"[{'name': 'The Asylum', 'id': 1311}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",28/9/2010,0,85,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In 2004, A film crew set out to find the ghost of John Wayne Gace. They did.",8213: Gacy House,FALSE,3.2,18
26657,"[{'id': 18, 'name': 'Drama'}]",,tt0043769,en,The Magic Box,"Now old, ill, poor, and largely forgotten, William Freise-Greene was once very different. As young and handsome William Green he changed his name to include his first wife's so that it sounded more impressive for the photographic portrait work he was so good at. But he was also an inventor and his search for a way to project moving pictures became an obsession that ultimately changed the life of all those he loved.",0.401331,/70uYCCQb1PwgVTZqBnDW2BSRU5x.jpg,"[{'name': 'Festival Film Productions', 'id': 15870}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1/1/1951,0,118,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A rich and deeply moving story of a man whose achievement opened up a new world, and of the two women whose love and sacrifices made it possible!",The Magic Box,FALSE,6.6,7
24139,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,tt2717860,en,The Riot Club,"Two first-year students at Oxford University join the infamous Riot Club, where reputations can be made or destroyed over the course of a single evening.",6.967835,/zWc20gRd6pxmpEgrmJp9efDzj2j.jpg,"[{'name': 'HanWay Films', 'id': 2395}, {'name': 'British Film Institute (BFI)', 'id': 7281}, {'name': 'Blueprint Pictures', 'id': 30037}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",19/9/2014,2146041,107,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Filthy Rich, Spoilt Rotten",The Riot Club,FALSE,5.9,378
39991,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,tt0143016,en,The Zodiac Killer,"The San Francisco area is beset by a series of seemingly random murders without motive or pattern. The police are taunted by phone calls and letters. Could the maniac be the violent, truck driver, or the seemingly mild-mannered mailman, or even a cop?",0.072873,/eoPS4EaZrvRq3CJ6tAkWKeBjXDq.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",7/4/1971,0,87,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It really happened,The Zodiac Killer,FALSE,6.3,4
29259,"[{'id': 35, 'name': 'Comedy'}]",,tt0085547,en,The First Turn-On!,A group of teenage summer campers and one counselor share the stories of their first sexual experiences when an avalanche traps them in a cave...,0.264189,/1exWNhTe4zgVv1EqMB0g7e1ogEA.jpg,[],[],4/11/1983,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Can you handle yours when it comes..?,The First Turn-On!,FALSE,4.2,6
31624,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",,tt0109136,en,Annie's Garden,"In front of his 15-year-old son, a father loses his temper and strikes his younger daughter, thinking she's trying to run away from him. Jump ahead ten years: the dad is dead, the mom is gone, and the son, Luke, is raising his now grown sister, Annie. He's overprotective, and she seems blood simple, a coquette and an innocent. He runs the diner in town, and one day, Lisa, a callow writer-to-be, comes through from Manhattan, keeping a journal, looking for interesting people. She takes a shine to Annie and then to the muscular and well-read Luke. But what is their secret, how many of the townsfolk are in on it, and what will Lisa do when it all becomes clear?",0.011778,,"[{'name': 'JLM Productions', 'id': 58073}]",[],14/10/1997,0,97,[],Released,,Annie's Garden,FALSE,0,0
2375,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,tt0054167,en,Peeping Tom,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making. She sneaks into Mark's apartment to watch it and is horrified by what she sees -- especially when Mark catches her.",7.229587,/tJyGgOLDLDhJkUEI4wSoD4eO7n4.jpg,"[{'name': 'National Film Finance Corporation (NFFC)', 'id': 11493}, {'name': 'Anglo-Amalgamated Productions', 'id': 47818}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",6/4/1960,83957,101,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What made this the most diabolical murder weapon ever used?,Peeping Tom,FALSE,7.6,148
26602,"[{'id': 80, 'name': 'Crime'}]",,tt0034163,en,Sealed Lips,"There's something very odd about Romano (John Litel), a notorious gangster serving time in the federal pen. For one thing, Romano doesn't sound much like himself. For another, he always seems to be hiding something. Detective Lee (William Gargan) suspects that something's amiss, and he's probably right! A pedestrian effort with excellent cinematography by Stanley Cortez.",0.365978,/SAwX67WRysBifCOMe11XvEi8p8.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2/1/1942,0,62,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Master criminal or missing citizen?,Sealed Lips,FALSE,6,2
33982,"[{'id': 53, 'name': 'Thriller'}]",,tt0499484,en,The Genius Club,"Seven geniuses, with IQs over 200, are plucked from their lives on Christmas Eve to try to solve the world's problems in one night",0.157721,/hTMqbcbzJqKdnCpySwsVYtF6w3h.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1/1/2006,0,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Solve it.,The Genius Club,FALSE,2.5,2
27888,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,tt0072618,fr,L'agression,After his wife and daughter are raped and killed by a motorbike gang a man sets out to take revenge.,0.885415,/edSYjqVpe0yiG9JNIAedpP3zUPY.jpg,"[{'name': 'Gaumont International', 'id': 7961}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",16/4/1975,0,101,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,L'agression,FALSE,6,1
1998,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,tt0120694,en,Halloween: H20,"Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",8.619068,/crycJDHRvpQyZeQyRYtIZKIpNzK.jpg,"[{'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",5/8/1998,55041738,86,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Blood is thicker than Water.,Halloween: H20,FALSE,5.7,306
36419,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,tt2585160,nl,Gluckauf,"The suffocating love between between a father and a son who, as modern outlaws, struggle to survive in the depleted and neglected southern Dutch province of Limburg.",0.686589,/oxjShuUXGyZ1MCKdatOJkNLP4iQ.jpg,"[{'name': 'Verenigde Arbeiders Radio Amateurs (VARA)', 'id': 29459}, {'name': 'BIND', 'id': 39609}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",29/1/2015,0,104,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,Back to back on the mean streets,Son of Mine,FALSE,6.3,3
36255,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",http://stxmovies.com/desierto/,tt3147312,en,Desierto,"A group of Mexican emigrants attempts to cross the Mexican-US border. What begins as a hopeful journey becomes a harrowing, bloody and primal fight for survival when a deranged, rifle-toting vigilante and his loyal Belgian Malinois dog chase the group of unarmed men and women through the treacherous borderland. In the harsh, unforgiving desert terrain, the odds are stacked firmly against them as they discover there’s nowhere to hide from the unrelenting, merciless killer.",6.073841,/xhPsOkmJDaIqwV3oE9wBHNoUh9p.jpg,"[{'name': 'Itaca Films', 'id': 16322}, {'name': 'CG Cinéma', 'id': 51696}, {'name': 'Esperanto Kino', 'id': 70654}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'MX', 'name': 'Mexico'}]",12/4/2015,0,99,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Desierto,FALSE,5.7,107
42603,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,tt5900208,es,La reconquista,"Manuela and Olmo meet in a future as they had promised fifteen years earlier as teenagers, when they lived their first love. Based on this romantic situation, La Reconquista is in fact a film on a quest for time; or about the awareness of time: of time lost and time recovered; about what we remember about ourselves and what we don't remember; about the words, gestures and feelings to which we remain faithful, because they define and compel us today, yesterday and tomorrow.",0.86896,/1nM2ZiqTQuuhphsku4eVhPnrbAa.jpg,[],"[{'iso_3166_1': 'ES', 'name': 'Spain'}]",30/9/2016,0,108,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,The Reconquest,FALSE,4,5
35054,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",,tt3630556,en,Earthfall,"As a rogue planet roars through our solar system, it acts as an intergalactic magnet that pulls Earth in its wake. Meteors destroy major cities. Fire and ice storms engulf the land. Casualties are in the millions. And as the situation grows even worse, Steve Lannon is determined to reunite with his wife and teenage daughter. But when they stumble into a secret government installation, they'll uncover a nuclear mission that will either blast our planet back into orbit or guarantee front row seats to the end of the world.",1.727617,/a85LUngavjf2bdv45Zp1J1bwas8.jpg,[],"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",22/6/2015,0,89,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The World will Never be the same.,Earthfall,FALSE,3.3,15
38632,"[{'id': 35, 'name': 'Comedy'}]",,tt0331282,sr,Mala noćna muzika,"Spasoje and Cole are cute and silly boys who constantly find themselves in risky situations. They work in a morgue. One night they heard mobile phone that rings in your pocket just dead guy. Of course, they can not resist, and answer the call. On the other side man voice ordered them to go to a specific address and get some money. Cole and Spasoje don't reject easy profit...",0.164585,/kx66WvGKOTcw47WgbiCmC7dMppJ.jpg,"[{'name': 'Zillion Films', 'id': 36748}]","[{'iso_3166_1': 'RS', 'name': 'Serbia'}]",1/1/2002,286000,95,"[{'iso_639_1': 'sr', 'name': 'Srpski'}]",Released,Život dvojice najboljih prijateljla mijenja se onog trenutka kada se jave na mobitel mrtvaca...,A Little Night Music,FALSE,7.8,4
4608,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",,tt0208196,en,Happy Accidents,"A comedy that pays tribute to the science fiction genre -- specifically, the sub-genre of time travel. But here the alternate reality is contemporary New York City where past and future experiences of trust, commitment and denial are cleverly put to the test. Just as Ruby is beginning to relish her first-ever healthy relationship, Sam begins muttering about being a time traveler from the year 2470.",9.916094,/mAfftxybf6Vey6NC8T8SsduUMpu.jpg,"[{'name': 'Independent Film Channel', 'id': 4059}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",25/1/2000,688510,110,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes the future is better than it used to be.,Happy Accidents,FALSE,7.1,41
15609,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",http://www.scottpilgrimthemovie.com/,tt0446029,en,Scott Pilgrim vs. the World,"Scott Pilgrim is a film adaptation of the critically acclaimed, award-winning series of graphic novels of the same name by Canadian cartoonist Bryan Lee O’Malley. Scott Pilgrim is a 23 year old Canadian slacker and wannabe rockstar who falls in love with an American delivery girl, Ramona V. Flowers, and must defeat her seven ""evil exes"" to be able to date her.",13.793301,/lafRuPbjEQrrHG9QEaoyV2znZC.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Marc Platt Productions', 'id': 2527}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",27/7/2010,47664559,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,FALSE,7.2,2185
4188,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,tt0077716,en,Ice Castles,A young girl is on top of the world until a tragic accident dashes her hopes and dreams of becoming a world-class figure skater. Only with the help of those who love her can she prove to the world -- and herself -- that she still has the potential to realize her dreams.,3.335968,/sbZT86kcNaSLmqtYaVTsYh5jduN.jpg,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]",[],31/12/1978,0,108,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The story of a girl who refused to forget she was once a champion.,Ice Castles,FALSE,6.3,15
36526,"[{'id': 53, 'name': 'Thriller'}]",,tt0366276,en,Calcutta Mail,"Avinash(Anil Kapoor) went to Calcutta for no reason. After meeting with Reema (Rani Mukherjee), he starts having flashbacks about his past and his son. His inquiries take him to Bombay via the Calcutta Mail, and this is where he will find out whether his son is alive or not, or he has been trapped.",0.00972,/qfe4YUdK9majJtmWtfNFlt06sjM.jpg,[],"[{'iso_3166_1': 'IN', 'name': 'India'}]",30/6/2003,0,127,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Avinash comes to a city where everyone wants to kill him.,Calcutta Mail,FALSE,0,0
